0.9932,0.7809,0.9653,0.7302,0.6645,0.4098,0.8634,0.7104,0.8032,0.9159,0.8117,0.9013,0.7574,0.9103,0.668,0.8706,0.8485,0.7611,0.4725,0.8968
0.9914,0.7818,0.9569,0.7291,0.6606,0.4705,0.8186,0.6814,0.7783,0.8565,0.7485,0.9138,0.74,0.9046,0.6926,0.9097,0.8433,0.7763,0.4449,0.8411
0.9918,0.7724,0.9681,0.6822,0.6443,0.389,0.85,0.7358,0.7964,0.9186,0.8193,0.8978,0.7877,0.9062,0.6646,0.9171,0.8348,0.7455,0.4911,0.8931
0.9903,0.6858,0.9094,0.7592,0.6793,0.593,0.7616,0.5598,0.7393,0.7915,0.6672,0.8889,0.6399,0.8779,0.7097,0.8985,0.8361,0.7038,0.2856,0.7473
0.9868,0.6786,0.9086,0.7561,0.6733,0.5242,0.8007,0.5439,0.7312,0.7676,0.6222,0.8732,0.5916,0.8221,0.6838,0.8238,0.8177,0.6615,0.231,0.7611
0.9806,0.6247,0.865,0.7636,0.6356,0.7101,0.7063,0.523,0.6307,0.7184,0.5875,0.8981,0.5848,0.8529,0.7216,0.8917,0.7898,0.6743,0.3322,0.6481
0.9871,0.7732,0.9554,0.7274,0.653,0.4818,0.8255,0.6959,0.7758,0.8555,0.7594,0.9169,0.7592,0.9108,0.6927,0.9334,0.8445,0.769,0.4862,0.856
0.989,0.7715,0.9633,0.7161,0.6742,0.4337,0.8479,0.8715,0.7976,0.9229,0.8918,0.9247,0.8819,0.8666,0.6827,0.9543,0.8495,0.7573,0.7874,0.916
0.9892,0.7544,0.9344,0.709,0.6815,0.4271,0.827,0.6324,0.7849,0.8418,0.7296,0.8968,0.6752,0.8955,0.6686,0.8721,0.8494,0.7556,0.3602,0.8234
0.9882,0.789,0.9715,0.6993,0.6688,0.3895,0.8616,0.7835,0.8085,0.9371,0.8584,0.8966,0.8191,0.8853,0.6649,0.9058,0.8386,0.7452,0.5953,0.9197
0.9905,0.7831,0.9596,0.712,0.6765,0.4269,0.8549,0.8477,0.8065,0.9265,0.882,0.9068,0.8732,0.8787,0.6809,0.963,0.8508,0.7592,0.708,0.919
0.9924,0.7823,0.9316,0.7337,0.6654,0.4351,0.8569,0.705,0.7606,0.8578,0.7661,0.9397,0.7622,0.9088,0.6735,0.9391,0.8437,0.7667,0.5467,0.8227
0.99,0.7696,0.96,0.7168,0.6613,0.408,0.8383,0.868,0.7899,0.9215,0.887,0.9229,0.8834,0.8872,0.6803,0.9625,0.8521,0.7643,0.7845,0.903
0.9874,0.7538,0.9371,0.6888,0.6289,0.3987,0.8527,0.7372,0.7489,0.8786,0.7891,0.923,0.7932,0.913,0.6596,0.8997,0.8354,0.7566,0.5666,0.8696
0.9879,0.6671,0.9045,0.7662,0.6509,0.6082,0.7537,0.5486,0.6874,0.7568,0.6203,0.8822,0.5958,0.8442,0.7167,0.8683,0.8186,0.6646,0.2518,0.7234
0.9888,0.7843,0.9542,0.7318,0.6665,0.4127,0.8513,0.7727,0.7809,0.9042,0.8373,0.9413,0.8221,0.9059,0.6726,0.9643,0.8431,0.7759,0.6417,0.8839
0.9926,0.77,0.931,0.7438,0.6618,0.4902,0.8386,0.6766,0.764,0.846,0.7333,0.9162,0.718,0.8932,0.6867,0.913,0.8465,0.7341,0.4229,0.8319
0.9884,0.7613,0.9391,0.7361,0.6744,0.4982,0.8358,0.6417,0.7583,0.8272,0.7247,0.9086,0.6958,0.896,0.6874,0.9044,0.8425,0.7512,0.4047,0.7996
0.9915,0.7895,0.9482,0.7395,0.6859,0.4829,0.8223,0.8575,0.8123,0.9066,0.8746,0.945,0.9043,0.8659,0.7119,0.9821,0.8596,0.7586,0.8648,0.8783
0.9884,0.7846,0.9672,0.6849,0.663,0.3722,0.8541,0.7728,0.8027,0.9318,0.8542,0.8854,0.8214,0.8787,0.6692,0.9216,0.84,0.7528,0.5577,0.9326
